LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
83086,2,2,2,24,0,0,2,0,0,0,13500,34571,117613,15108,16472,0,4392,0,11898,620,0,4174,0
245208,2,1,1,34,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
46598,1,4,2,68,0,0,2,0,0,0,43122,42067,39441,18249,25791,25306,1327,0,1130,1120,810,1087,1
51069,1,2,2,41,0,0,0,0,0,0,27080,63978,19682,47111,39968,39046,2691,4559,2679,1704,953,1410,1
492617,2,1,1,51,2,0,-1,0,0,0,28249,39888,72294,25329,28241,58382,18213,28914,126256,5742,27214,7544,0
107858,2,2,2,36,0,0,0,0,0,0,110417,95555,85287,70664,49242,106642,3094,1907,7345,2187,2862,4410,0
277077,2,2,1,37,0,0,0,0,0,0,120736,124292,85461,87331,163765,103996,5861,5480,5604,3328,4964,5119,0
22292,1,2,2,37,0,0,0,-2,-2,-2,12121,14899,0,0,0,0,172,0,0,0,0,0,0
217586,2,2,1,57,-2,-2,-2,-2,-2,-2,-1762,1407,889,414,0,0,1248,164,383,0,0,0,0
241636,1,1,1,37,-2,-2,-2,-2,-2,-2,3456,2912,19380,1256,18794,17757,4653,0,10919,3817,9416,9796,0
180308,2,1,1,36,-1,-1,-2,-2,-2,-2,2042,2941,0,0,0,0,548,0,0,0,0,0,0
23177,1,3,1,51,2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
130473,2,1,1,47,0,0,0,0,0,0,115504,144105,97715,111615,95176,87053,5706,4630,6152,3895,4420,4755,0
55055,1,1,1,64,-2,-2,-2,-2,-2,-2,3356,1953,0,0,3414,1116,0,0,0,1186,273,388,0
87800,2,2,1,41,-2,-2,-2,-2,-2,-2,2589,17526,1118,-565,4467,2501,9362,1503,28907,428,44441,0,0
257975,1,1,1,47,-2,-2,-2,-2,-2,-2,16235,19205,8495,41232,-1369,8152,11452,11792,40538,2332,9721,935,0
68974,2,2,2,39,0,0,-1,0,0,-2,117753,27186,195582,17166,0,0,6104,2010,8821,0,0,3530,0
18270,1,2,2,33,1,2,2,0,0,2,15303,21046,8750,25426,32789,8245,4340,2253,4459,2809,3063,1114,1
189690,1,1,1,40,1,-1,-1,-1,-1,-1,0,0,1823,6179,2479,1543,0,131,11592,755,9219,743,0
329878,2,1,2,38,0,0,2,0,0,0,257386,164130,193881,219535,9350,139517,21676,13012,1717,5334,13667,5781,1
249379,2,2,2,30,0,2,0,0,0,0,143969,92205,51532,41650,66396,53634,12026,0,1980,12539,3413,2436,0
83875,1,2,1,38,2,2,-1,2,2,0,12269,2116,10275,0,21645,25654,3578,2171,0,0,1457,3431,1
198120,1,1,2,39,0,0,-1,0,-2,-2,10448,12829,14958,0,0,0,1613,100523,0,0,0,0,0
50214,2,1,1,46,2,2,0,2,0,0,47302,57739,45844,39889,22782,19913,1396,999,0,438,2231,723,1
23584,2,3,2,28,-2,-2,-2,-2,-2,-2,-725,3161,2502,2769,-648,-456,543,4219,14084,581,1161,0,0
159590,2,1,2,30,-1,-1,-1,0,0,0,234604,226930,156616,198243,186305,217048,12684,128974,7760,11005,17257,5079,0
128700,1,2,1,32,-1,-1,-1,-1,-1,-1,17705,34969,35406,33072,-967,4118,49549,8403,11736,516,3254,559,0
662577,2,1,2,42,0,0,0,0,0,2,46039,80278,91810,84306,98512,30006,2325,3547,2337,12428,0,1901,1
593164,1,1,2,48,-2,-2,-2,-2,-2,-2,1578,757,-670,572,2461,-216,1314,1437,903,864,610,1145,0
231617,1,1,2,58,1,-1,-1,-1,-1,-2,3978,3822,2610,4936,1786,0,5448,6132,2417,0,0,0,0
50135,2,2,1,27,0,0,0,0,0,0,75880,88251,20883,55611,29493,40215,2413,1552,2562,2261,2820,2698,0
84404,2,3,1,46,0,0,0,0,0,0,38609,42892,55601,34551,17160,301,2022,3158,1334,808,2060,1727,0
49793,2,1,1,58,0,0,0,0,0,0,48886,46304,37685,46358,54404,51865,3071,1808,4185,1780,1886,892,1
55820,2,1,2,31,0,0,0,0,0,0,58207,58636,65117,61861,44630,23511,1271,2471,3410,1090,1325,797,0
195210,2,1,2,45,0,0,0,0,0,0,138632,42470,86809,130915,346981,75154,9066,11081,7874,11378,12202,5044,0
371506,1,3,2,35,0,0,0,0,0,0,73658,29927,46472,13187,31007,20354,1142,1734,1099,937,2011,1384,0
389615,1,2,2,38,0,0,0,0,0,0,55233,103490,134659,108563,152187,71590,2970,8162,4730,8431,4199,4106,0
117852,2,3,1,30,2,2,2,2,2,2,73623,97436,80559,57452,75804,183079,3421,2333,2660,2402,2940,3374,1
58074,1,1,1,31,0,0,0,0,0,0,127884,84624,62256,32243,47127,28194,2925,5365,2588,0,1324,1318,0
46996,1,1,2,32,0,0,0,-1,-1,-1,23714,29403,44262,33191,2784,37361,4612,3060,2035,2015,49022,1866,0
81308,2,2,1,43,1,2,0,0,0,0,78930,97485,78140,84143,71824,109220,0,3737,1547,1300,2623,1414,0
495600,1,1,2,56,-1,-1,-1,-1,-1,-1,16886,3710,10252,36288,1675,18395,5777,18692,33809,2335,10366,16781,0
15063,2,1,2,28,0,0,0,0,0,0,23237,22874,19175,29171,34902,40908,3493,2405,2271,2514,1679,2138,0
439680,1,3,1,52,2,2,-1,2,2,-1,3257,2960,529,201,1004,-766,0,1951,2049,0,297,0,1
195619,1,2,2,22,0,-1,-1,0,0,0,-202,26196,9085,21084,15549,-375,2594,11510,5167,1167,7912,1468,0
290437,2,1,1,26,2,2,2,0,0,2,59271,99745,109513,195166,84923,228945,2302,0,1911,33359,21811,0,0
146642,2,1,2,37,0,0,0,0,0,0,57059,40190,73028,40859,50116,42270,3513,25192,1853,48751,2678,0,0
221244,2,2,2,49,-1,-1,-1,-1,-1,-2,-2720,5558,2809,734,1764,0,2452,1355,2318,1385,0,0,0
49978,2,3,1,41,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
225736,2,2,1,39,-1,-1,-1,-1,-1,-1,3381,19998,156709,9179,31513,40947,25150,111354,125350,20127,99780,0,0
24735,1,2,1,57,1,2,-1,0,-1,-1,0,4307,12238,13522,16966,14744,0,781,0,3088,1385,1412,1
30503,2,2,2,28,0,0,-2,-2,-2,-2,11427,23767,17906,0,0,0,0,6267,0,0,0,0,0
40967,2,1,2,46,2,2,2,2,2,2,17452,22281,16799,14867,15681,10523,1907,0,2069,1358,0,428,0
142766,2,1,1,44,-2,2,-1,-1,-1,-1,350,1488,-229,695,1548,1518,0,0,381,478,858,574,1
382533,2,1,2,29,-1,-1,0,0,0,0,21256,24397,43498,28065,43822,23328,27984,84556,9989,588,8448,1611,0
175196,2,1,1,33,-2,-2,-2,-2,-1,-2,13441,0,0,564,1944,19,0,5532,0,0,377,12598,1
497319,1,2,1,46,0,0,0,0,0,2,288561,255347,395445,221395,219558,175208,22442,17787,9244,13390,3233,9288,0
664996,1,1,2,43,0,0,0,0,0,0,316125,599879,562622,418198,381266,440827,29752,62589,0,51714,51590,20777,0
74459,1,2,2,45,0,0,0,2,2,0,15329,33828,165377,10214,14869,18574,3697,2513,2131,1450,1634,1432,1
484249,1,1,1,68,-1,-1,-1,-1,-1,-1,1523,1056,6995,48,10518,543,1933,8258,9681,8029,0,0,0
339923,2,1,2,30,0,0,0,0,0,0,96937,147150,57905,118655,32331,37318,12705,2177,1426,13441,3411,0,0
93532,2,2,2,36,0,0,0,0,0,0,55304,82895,49522,41437,31139,52462,3345,711,901,618,2118,2022,0
347486,2,3,2,49,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
266306,1,1,2,24,0,0,0,0,2,2,103703,108229,135133,105575,62871,34679,17474,6391,4525,0,0,15407,0
214927,2,2,1,39,-1,-1,-1,-1,-1,-1,1171,-290,641,9112,3957,0,3130,2964,5601,3517,0,0,0
26010,2,1,2,44,-1,-1,-1,-1,0,0,970,1251,-1068,2615,16898,2716,1099,8180,1758,981,452,535,1
186508,2,2,2,30,2,0,0,0,0,2,36359,35006,30091,23263,42227,9020,3909,1752,1840,1688,0,11,0
508901,2,1,2,35,0,0,0,0,0,0,165369,68152,52835,160545,95250,212764,64461,11461,11205,16698,5214,7762,0
490355,1,3,1,60,-2,-2,-2,-2,-1,-1,1476,0,11118,-720,2244,19974,0,1724,1919,7412,31309,0,1
398708,2,1,2,49,1,-2,-2,-1,-1,-2,4841,17854,556,12322,0,0,0,5359,19256,0,0,0,0
508494,1,1,1,55,-2,-2,-2,-2,-2,-2,-3197,3637,3764,1020,-2355,3620,1920,931,8375,782,316,1241,0
84388,2,2,2,44,0,0,0,0,0,0,56071,91003,84667,46066,60460,24569,2116,2320,2664,467,1093,1280,0
46077,1,1,2,28,0,0,0,0,0,2,85885,88248,72033,71901,101668,79603,8959,4686,5177,2918,0,3041,1
61851,2,2,1,53,2,2,2,2,2,2,28607,40465,44389,40888,25475,14673,0,0,0,1180,0,4118,1
498716,1,1,2,34,0,0,0,0,0,0,20923,27343,31478,21850,29675,40936,1635,1210,1807,2752,0,0,0
179304,2,5,1,48,0,0,-1,0,0,2,90140,241381,195660,79130,82410,0,6210,7197,123600,24436,0,4246,0
203704,2,3,1,43,-1,-1,-1,-1,-1,-1,-1536,1546,1367,842,1678,1812,630,881,1070,2280,0,0,1
176027,2,2,1,37,2,2,0,0,2,2,270224,197607,123762,111028,144413,95686,10779,12092,14416,8097,5335,4861,1
33578,2,2,3,46,2,2,2,2,2,2,17897,25883,23632,23767,14942,24180,1465,1961,1197,909,1160,0,0
40018,1,2,1,65,1,2,2,2,2,2,7840,21891,28600,16951,26415,24613,0,930,0,9118,0,496,1
49776,2,1,2,62,0,0,2,0,0,0,47647,50154,29396,52962,48184,32329,4788,0,964,1046,1223,20514,1
85845,2,2,1,37,2,2,2,2,-2,2,6975,17152,12715,15297,0,13970,1511,2452,0,0,0,0,0
212186,2,1,2,25,0,0,0,0,0,0,79753,121362,218406,88356,63591,39109,3820,4509,2637,4482,1267,13098,0
135960,1,1,2,30,-1,-1,-1,-1,-1,-1,6056,14781,4271,6745,8298,831,11692,4250,2786,1960,1758,3312,0
232193,2,1,1,45,-2,-2,-2,-2,-1,-2,11280,7092,5408,7836,13015,3227,14350,10024,8637,6818,8131,14147,0
385924,2,1,2,52,0,0,0,0,0,-1,15886,6490,0,0,0,0,58,2874,0,0,0,0,0
51277,1,2,1,26,2,2,2,2,0,0,83960,82010,49677,38906,49537,26327,0,1657,0,1252,1528,2821,1
87904,2,2,2,33,-1,-1,3,0,-1,-1,825,3726,17502,805,3845,4625,2005,9879,2147,452,2159,1084,0
220808,2,1,1,31,2,2,0,0,0,0,75835,81141,49248,62443,60985,74961,0,2205,3268,6096,39077,45030,0
108646,1,3,2,56,0,0,0,0,0,0,49077,95170,30798,64968,94528,51461,10453,2453,2480,25700,3301,3240,0
48773,1,1,1,43,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
139948,2,3,1,46,0,0,0,0,0,0,68652,109324,73880,111875,75517,59848,6157,4759,6496,2877,3438,5256,0
126364,2,2,1,28,0,0,0,0,0,0,24656,46253,29214,34162,33732,50346,2700,4264,1168,1497,3040,1950,0
353339,1,1,1,36,1,-1,-1,-1,-1,-2,2965,3546,1893,0,0,0,980,1034,0,0,0,0,1
212905,1,1,2,34,0,0,0,0,0,0,136703,86921,86515,80148,91868,92313,2982,9803,7063,5010,3081,7294,0
134280,1,2,1,42,2,0,0,0,0,0,89834,75045,98414,63733,80710,72561,10655,2575,2133,2393,2365,4566,1
393678,1,1,2,31,0,0,0,2,2,0,302378,404426,635640,302644,176882,96220,9442,17785,11380,8678,5582,5544,0
52700,2,2,2,32,0,0,0,0,0,0,50615,48610,34962,32685,42328,52852,1431,1166,1258,2499,2348,2027,0
278302,2,2,1,38,-1,-1,-2,-2,-2,-2,11627,-2023,0,0,0,0,7256,0,0,0,0,0,0
226304,1,1,1,45,-1,-1,-1,-1,-1,-1,2266,2157,-430,1648,1847,8452,0,401,0,862,1495,1077,1
75939,1,3,2,29,0,0,0,0,0,2,116250,89104,59660,57759,69878,69969,4371,3493,3621,2243,0,3766,0
51381,2,3,1,49,0,0,0,0,0,0,51191,56310,49233,34741,25793,26709,2122,1972,904,2345,1509,1279,0
80437,2,1,2,26,0,0,0,0,0,0,12187,96563,37948,48269,38201,15394,4027,3375,4861,1049,2263,1806,1
87328,2,2,2,46,0,0,0,0,0,0,80936,138232,91361,88843,86369,0,0,2714,2263,4489,0,158851,0
355493,1,1,1,44,0,0,0,0,0,0,365658,427943,453248,386455,476365,289347,57348,15858,11088,13887,20190,11454,0
107978,2,3,1,40,0,0,0,0,0,0,85586,108431,93910,93961,63487,100405,2512,4681,0,2264,2554,8986,0
131923,2,1,1,46,2,2,2,2,0,0,133187,66111,93121,128609,72990,92062,0,4291,0,3316,4782,3819,1
315719,2,1,1,38,2,0,0,0,0,0,59915,19192,28507,26828,14417,19873,2202,2433,2047,1220,1694,1684,0
54628,1,3,1,28,0,0,-1,-1,0,-1,8833,22880,3224,13837,13100,18936,9938,6602,8888,9299,3476,0,1
58903,1,2,1,44,0,0,0,0,0,0,42652,35657,13579,26441,36397,19662,2520,887,594,2281,1367,1150,0
21895,2,2,2,26,0,0,0,0,0,0,16674,11708,14491,14802,0,0,1795,3196,1588,1179,0,0,0
200720,1,1,1,33,2,-2,-2,-2,-2,-1,0,0,0,0,0,937,0,0,0,0,1394,0,1
108455,1,2,1,49,0,0,0,0,0,0,34378,46844,17175,30355,0,0,1509,1260,1857,1624,0,0,0
49549,1,2,1,53,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
206085,2,1,2,46,0,0,-1,-1,-1,2,8694,246,3563,1910,-423,0,1648,0,1599,2402,0,0,0
47133,2,2,1,40,2,-2,-2,-2,-2,0,0,0,0,0,0,13695,0,0,0,0,793,0,1
31615,2,2,1,42,1,2,-1,2,2,2,12436,42978,2895,40419,3473,1850,1000,2383,0,899,0,17425,0
378082,1,2,1,47,0,0,0,2,0,0,16021,2681,15432,19265,19407,3864,1475,2568,0,0,1464,3739,1
82725,2,1,2,39,2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,2422,0,0,0,0,0
125615,1,1,2,40,2,2,2,2,2,2,20732,24969,13288,19613,31784,48642,1462,1716,1978,1669,1944,1157,1
468166,1,1,1,42,0,0,0,2,0,0,13303,27421,12722,15146,11170,4977,2396,6179,2169,2128,661,1141,1
82760,2,1,1,43,0,0,0,0,0,0,50520,91273,82722,86097,102140,79676,3775,4088,2089,5074,2870,5056,0
88813,1,1,1,43,-2,-2,-2,-2,-2,-2,3066,0,0,10988,0,7561,0,0,16381,0,8391,0,0
149079,1,2,1,39,2,2,2,0,2,0,123207,149320,182496,152155,193559,125073,6958,0,11186,0,10182,5308,0
84360,2,1,2,30,0,0,0,0,2,0,14457,21377,16925,26306,31778,26582,1478,2257,971,1761,1732,3581,1
596688,1,1,2,31,0,0,0,0,0,0,140267,161238,125697,140011,103319,103309,8054,5064,2921,6062,4166,5731,0
201185,2,1,2,33,0,0,0,0,0,0,198700,209856,273413,189513,282882,217442,7323,8613,6583,10129,7726,5194,0
330122,2,3,1,54,-1,-1,-2,-1,-1,-1,1360,5880,42,916,418,1259,0,738,919,546,826,501,0
198678,1,3,2,53,0,0,0,0,0,-1,27550,7718,8165,12973,18871,4496,2010,2065,1178,3933,1858,0,1
50644,2,2,2,26,0,0,0,0,0,0,38532,50922,34610,64316,46429,63753,3678,2286,3288,6924,1367,7471,0
198221,2,2,1,37,0,0,0,0,0,0,118200,89862,92283,88427,64598,53598,5277,4099,4010,3579,3757,3104,0
486998,1,1,1,51,0,0,0,0,0,0,202458,274092,172309,197349,315145,168737,12934,8770,4528,4550,8801,6709,0
19727,1,3,1,67,0,0,0,0,0,0,64287,43686,34926,34097,28637,44229,2438,3083,2264,2363,680,5170,0
282654,1,1,1,47,-1,-1,-1,0,0,-1,5089,2458,327,7064,2943,6451,1809,1212,2022,137,728,641,0
94701,1,3,1,49,0,0,0,0,0,0,84713,62174,451205,90285,23223,3115,3283,2027,4246,0,1452,3305,0
252599,2,1,1,32,1,-1,2,0,0,2,7357,16344,26337,19369,16131,21892,2119,0,1703,526,0,1343,0
189347,2,1,1,39,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
225402,1,3,1,44,-1,-1,-1,-1,-1,-1,861,-635,649,1162,456,821,1044,474,496,814,0,774,1
132880,2,1,2,39,0,0,0,0,0,0,29990,30899,24633,16288,36690,34071,2928,1487,1248,1336,2599,1692,1
101940,2,2,2,24,0,0,0,0,0,0,42068,38893,44287,38776,38104,22362,4005,1768,2466,1947,2233,958,1
261361,2,2,1,47,0,0,0,0,0,0,226866,253019,198136,490846,389200,377536,11052,10719,7145,5830,6991,8031,1
87687,2,1,2,46,1,-2,-1,-1,-1,-1,14737,2502,2074,-2817,-90,1616,0,1188,5672,522,6563,785,0
126841,1,3,1,36,-1,-1,-1,-1,-1,-1,7802,4161,2864,9511,13772,7241,7940,12020,3843,11763,13254,9798,0
133364,1,2,1,26,1,2,2,2,0,0,133856,52042,62472,37598,54996,22106,3220,0,2622,2296,1760,1775,0
16962,2,1,1,49,1,4,3,2,2,2,43528,69050,232038,93752,33295,91467,0,0,0,12094,0,731,0
162752,1,2,1,55,-2,-2,-2,-2,-2,2,10323,16781,34454,19416,67594,28212,2691,20367,2579,108109,3898,0,0
47550,1,4,1,32,0,0,0,0,0,0,61858,95633,83956,48166,46569,52321,3477,2071,2795,1238,2849,4822,0
52926,1,2,2,31,0,0,2,2,0,0,31083,33249,43641,42771,24020,23806,1557,1403,1147,879,1540,736,1
87325,1,1,1,34,0,0,0,0,0,0,111530,100370,80982,94184,84096,104467,5682,2507,2083,2747,3909,3943,0
490358,1,1,1,32,0,0,0,0,0,0,121330,64009,92053,70681,76686,84759,7882,5692,2693,104580,2889,17222,1
105354,2,2,1,32,2,2,2,2,0,0,85062,29770,53705,68583,61299,32593,18779,13452,0,11086,17435,11672,1
129572,2,3,1,37,-1,0,0,-1,-1,0,14682,9658,16394,12189,1290,9748,6174,3288,1612,2080,3402,1069,0
177389,1,1,2,31,0,0,0,0,-2,0,51320,47566,47850,35616,37836,30588,1571,1786,1536,3239,1499,2411,0
182382,1,1,1,45,-1,-1,-1,-1,-1,-1,1672,925,2178,1358,6711,2066,1379,2241,1456,5325,7298,745,0
197709,1,2,1,29,0,0,0,0,0,0,53610,85617,44422,38809,86339,68035,8392,92668,3879,2554,3528,3876,0
357598,2,2,2,30,0,0,0,0,0,0,144767,138678,117163,116160,70159,94020,9380,7529,2314,6980,11176,20693,0
22842,2,3,2,29,1,2,-1,0,0,2,9355,12899,13178,12911,10607,20518,1162,2091,1691,906,961,0,1
247435,1,1,2,28,0,0,0,0,0,0,91897,135118,49763,41175,48559,47211,4267,3065,2024,3300,0,267,0
257567,1,3,2,42,1,-2,-1,-1,-2,-2,2518,0,1384,1392,0,0,0,70,0,0,0,0,1
160627,2,2,2,33,0,0,0,0,0,0,89671,135475,113149,114678,157345,98050,5241,3904,4739,3088,4019,4449,0
211316,1,1,1,41,1,-2,-2,-2,-1,-1,0,0,0,0,1865,1421,0,0,0,863,260,0,1
285811,1,2,1,50,0,0,0,0,0,0,192961,147985,173444,196975,137097,159897,20714,11608,3170,5705,4891,0,0
502287,2,1,2,27,2,0,0,0,0,-2,40550,40733,55636,64330,50888,125994,8094,11292,1795,4498,32196,3415,0
275202,1,2,1,36,0,0,0,0,0,0,61974,210621,139862,17138,15304,16748,8793,8683,5502,6526,3971,7049,0
62478,2,2,2,51,2,2,2,2,2,2,59729,61768,46193,23066,54592,47259,3686,0,1435,0,1665,2094,1
314087,1,1,1,54,-2,-2,-2,-2,-2,-2,1153,1738,3095,0,0,0,800,0,0,0,0,4204,0
464826,2,2,1,58,1,-2,-2,-1,-2,-2,11918,51162,-4562,6304,-108,978,27952,2542,9819,36687,1570,1843,0
52710,2,2,1,21,1,2,3,2,0,0,11582,10352,25032,16612,11562,15921,3833,0,969,1308,1120,6555,1
519804,2,1,2,31,2,0,0,0,0,0,49343,54613,50093,51018,61581,41129,2503,2587,1944,2413,1511,86342,0
141499,1,2,1,37,2,-1,-2,-2,-2,-2,8260,0,0,0,0,0,6397,0,0,0,0,0,1
241345,2,2,2,32,1,2,0,0,0,0,239041,223253,373772,230151,206035,83703,0,18112,7183,14693,173987,253779,0
91789,1,2,1,35,0,2,2,0,0,0,50325,56975,40794,50641,56687,43730,1729,2717,2080,1781,1300,2877,0
186069,2,3,1,38,-1,-1,-1,-1,-2,-2,11727,0,3867,0,0,0,0,2391,0,0,0,0,0
203157,2,2,2,40,-2,-2,0,-2,-2,0,9733,12520,-117,1083,1198,5363,708,518,419,1564,1254,785,0
50190,1,3,1,29,0,0,0,0,0,0,13035,25995,37571,26880,27299,14190,1637,3686,1709,1495,514,1557,0
26102,1,2,2,23,0,0,0,0,0,0,6302,48991,5267,8387,15969,7649,4745,1683,535,529,527,747,0
133874,2,3,1,44,0,0,0,0,0,0,70375,48061,34251,42475,37830,37555,4627,2063,3658,3078,4147,2973,0
155368,2,1,2,30,0,0,-1,-1,-1,0,17107,9638,2252,2536,7646,0,750,1051,1352,5800,0,0,0
294235,2,2,2,31,0,0,0,0,0,0,4080,14141,10179,15162,13022,12284,2557,8440,1195,272,1865,705,0
205739,2,1,1,43,-2,-2,-2,-2,-2,-2,0,1748,0,-1600,1152,88868,840,0,305,1993,2004,3237,1
94230,1,1,2,56,0,0,0,-2,-2,-2,42574,12889,0,0,0,0,2296,25134,0,0,0,0,0
24126,2,2,2,38,1,2,2,2,2,2,13151,13737,18674,19986,29737,10206,0,2430,0,0,0,1550,1
213918,2,1,1,36,1,2,2,2,2,2,12032,234324,186178,39944,136272,113932,0,2440,0,531,4079,0,1
218897,2,2,1,54,-1,-1,-1,-1,-1,-1,521,14165,3316,970,505,1446,42902,3215,2391,296,8809,0,0
142604,2,3,1,49,0,0,0,0,0,0,3338,12416,3178,2277,2480,208,1904,1270,1910,824,2781,1207,0
115992,2,2,1,49,2,2,0,0,3,2,88175,121358,97347,106041,52530,81751,5349,5346,4804,3879,3271,4354,1
158740,1,1,1,56,-2,-2,-2,-2,-2,-2,-1817,-654,4400,2025,-1331,0,857,0,2880,3497,0,2027,0
108126,1,2,2,24,0,0,0,0,0,0,38075,90721,68604,87935,55722,79965,2607,3961,3111,4999,1935,4724,0
53191,1,2,2,49,0,0,0,0,0,0,59073,83894,100692,78866,98545,71184,3472,2411,3764,3436,4400,192857,0
33947,2,3,1,34,0,0,0,2,0,2,14472,9482,14375,19803,2843,0,1444,497,0,877,0,0,0
218491,2,1,2,31,0,-1,-1,-1,-1,-2,25419,17055,35353,8863,0,0,10753,20774,10964,0,0,41528,0
533460,2,2,1,33,0,0,0,0,0,0,225611,123503,418823,378276,167115,265319,11757,8119,7003,0,3747,7720,0
94307,2,2,1,46,0,0,0,0,0,0,74842,16046,607,37862,44048,6076,2352,1260,2862,823,1945,0,0
494329,2,3,1,37,-2,-2,-2,0,0,0,-3384,29533,22715,860,38562,42344,11338,6792,14903,4924,4617,7750,0
119929,1,2,2,38,0,0,0,0,0,0,126761,144399,63660,126121,113971,115456,6038,3841,4974,3713,4248,4430,1
59375,2,2,2,23,1,5,0,3,0,0,16211,12700,15158,24878,17170,17990,0,1486,0,542,1527,629,0
344472,2,1,2,48,-1,-1,-1,-1,0,0,16083,9306,-3769,28511,32113,42520,15307,16699,15709,13772,63711,8508,0
42851,2,2,1,25,-1,-1,-2,-2,-1,2,2115,0,0,0,2017,0,0,0,0,4086,0,0,0
88258,2,1,2,35,0,0,2,0,0,0,3031,5630,7114,12868,14525,-415,1347,1541,2050,1237,1486,2037,0
216788,1,1,1,57,1,-2,-2,-2,-2,-1,0,0,2092,0,0,0,0,1010,0,0,0,0,0
197054,2,2,1,36,0,0,0,0,0,0,168152,181532,132421,166668,126243,91178,9413,5431,4839,8944,9038,5222,0
79418,1,1,2,46,2,2,2,2,2,2,51760,90320,51462,104487,58036,61143,5233,2187,0,1051,3759,4245,1
382092,2,3,1,55,0,0,0,0,-1,-1,72589,96829,18415,11742,2381,237,5029,14898,3286,1846,39562,6083,0
107968,1,1,2,28,-1,0,0,0,2,2,14991,43234,17977,14800,13102,27631,0,0,4444,4570,0,2255,0
233329,2,3,1,53,-1,-1,-1,-2,-1,-1,1267,3672,5629,11026,561,2527,2755,3756,8151,875,817,8324,0
51757,1,2,1,30,0,0,0,0,0,0,20761,51616,41829,43579,16038,37629,1659,3385,4095,1506,14741,55350,0
304261,1,1,1,60,-1,-1,-1,-1,-1,-1,-741,-502,2846,4154,3321,2364,1519,1334,4864,1890,573,1137,0
30472,1,1,1,48,0,0,0,2,0,0,13647,5651,19351,14672,15187,10255,1535,1676,0,1200,1377,682,1
92422,1,2,2,49,-1,-1,-1,-1,-1,-1,-654,-115,872,-143,2219,-1644,0,1364,910,0,723,0,0
192011,1,1,2,45,0,0,0,0,0,0,91769,77958,97738,54909,91572,66020,5069,3630,4532,2751,4103,3538,1
93796,2,4,2,37,1,-2,-1,0,0,0,0,223144,67622,115655,2590,2112,5048,2978,5101,978,3574,16731,1
138681,2,2,2,42,0,0,2,0,0,0,86743,45498,36180,12346,39487,47776,2653,0,11748,819,886,16456,1
26704,2,3,1,39,2,0,0,0,2,-2,63114,38015,15422,17090,0,0,1931,1055,2020,0,0,0,1
507230,2,2,2,42,0,-1,-1,0,-1,0,164821,256182,159671,56569,61321,44365,30152,38575,39215,49676,122220,77324,0
81931,2,3,1,33,2,2,0,2,2,2,90479,81301,79281,75332,99873,67514,5026,1947,4214,1475,3784,3410,1
84081,2,2,1,53,0,0,0,0,0,0,34593,45842,41785,50816,32243,29023,2036,1645,1612,1630,1056,1624,1
129036,1,2,1,39,2,2,2,2,0,0,71919,53687,49677,103317,62385,30479,0,2734,1936,848,1116,2260,1
103399,1,2,2,40,1,2,2,2,2,2,8949,20189,4263,9794,15215,3691,0,1332,0,704,1246,0,0
190110,1,2,2,55,0,0,0,-2,-2,-2,43828,217075,0,0,0,0,1619,0,0,0,0,0,1
265856,2,3,1,68,1,-1,-1,-1,0,-1,40273,17835,18458,11030,8409,13794,2685,1380,18855,559,1596,2950,0
49399,1,3,1,38,2,2,0,0,0,3,93808,72373,42596,73218,35698,61303,0,4219,6665,2756,1427,0,1
89237,2,2,2,22,0,0,-1,-1,0,0,53,13378,7207,14688,16738,2874,459,1741,11027,925,1903,489,1
80772,1,1,2,37,0,0,-1,0,0,0,10318,17452,20122,12984,12284,834,3537,3883,0,2281,0,1220,0
361384,2,1,2,39,0,0,0,0,0,0,32451,37713,38315,41300,123827,76953,3397,3878,2204,5312,1616,16507,0
190429,1,3,2,51,0,0,0,0,0,0,68434,35515,48640,14323,19531,26423,1946,2551,1950,1122,527,0,0
142109,1,1,2,38,0,0,0,-1,-1,-2,46469,70897,34277,-965,8847,0,5316,2287,1120,4242,0,2132,0
96386,1,1,2,31,0,0,0,0,0,0,87396,57760,82394,70605,54340,43585,5047,2629,2200,3030,4827,3432,0
232299,2,2,2,37,1,-2,-2,-1,-1,0,2268,0,0,333,890,1067,0,0,1898,13,0,0,0
30260,2,2,1,26,0,0,0,0,0,0,23542,13663,18416,7235,17047,17110,1440,1336,1997,405,260,1655,0
